column,block,test_time_source
emb_esmc6b_1201,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1202,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1203,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1204,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1205,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1206,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1207,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1208,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1209,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1210,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1211,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1212,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1213,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1214,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1215,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1216,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1217,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1218,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1219,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1220,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1221,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1222,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1223,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1224,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1225,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1226,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1227,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1228,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1229,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1230,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1231,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1232,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1233,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1234,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1235,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1236,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1237,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1238,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1239,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1240,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1241,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1242,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1243,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1244,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1245,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1246,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1247,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1248,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1249,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1250,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1251,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1252,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1253,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1254,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1255,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1256,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1257,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1258,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1259,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1260,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1261,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1262,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1263,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1264,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1265,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1266,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1267,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1268,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1269,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1270,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1271,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1272,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1273,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1274,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1275,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1276,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1277,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1278,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1279,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1280,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1281,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1282,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1283,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1284,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1285,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1286,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1287,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1288,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1289,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1290,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1291,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1292,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1293,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1294,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1295,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1296,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1297,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1298,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1299,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1300,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1301,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1302,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1303,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1304,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1305,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1306,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1307,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1308,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1309,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1310,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1311,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1312,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1313,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1314,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1315,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1316,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1317,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1318,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1319,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1320,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1321,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1322,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1323,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1324,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1325,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1326,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1327,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1328,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1329,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1330,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1331,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1332,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1333,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1334,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1335,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1336,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1337,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1338,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1339,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1340,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1341,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1342,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1343,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1344,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1345,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1346,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1347,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1348,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1349,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1350,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1351,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1352,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1353,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1354,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1355,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1356,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1357,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1358,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1359,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1360,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1361,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1362,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1363,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1364,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1365,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1366,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1367,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1368,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1369,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1370,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1371,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1372,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1373,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1374,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1375,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1376,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1377,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1378,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1379,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1380,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1381,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1382,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1383,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1384,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1385,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1386,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1387,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1388,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1389,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1390,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1391,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1392,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1393,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1394,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1395,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1396,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1397,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1398,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1399,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1400,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1401,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1402,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1403,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1404,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1405,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1406,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1407,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1408,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1409,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1410,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1411,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1412,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1413,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1414,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1415,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1416,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1417,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1418,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1419,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1420,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1421,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1422,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1423,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1424,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1425,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1426,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1427,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1428,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1429,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1430,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1431,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1432,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1433,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1434,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1435,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1436,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1437,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1438,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1439,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1440,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1441,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1442,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1443,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1444,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1445,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1446,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1447,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1448,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1449,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1450,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1451,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1452,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1453,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1454,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1455,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1456,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1457,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1458,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1459,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1460,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1461,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1462,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1463,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1464,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1465,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1466,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1467,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1468,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1469,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1470,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1471,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1472,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1473,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1474,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1475,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1476,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1477,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1478,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
emb_esmc6b_1479,esmc6b,ESMC-6B forward pass on UniProt sequence (layer 64 mean-pool)
